id_bien;code_com_dep_5;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Surface terrain;Type local
2850;13201;3;;RUE;SENAC;2;29.45;36;;Appartement
2851;13215;8;;BD;ROMIEU;1;28.43;29;;Appartement
2852;13201;69;;RUE;JEAN DE BERNARDY;2;59.15;65;;Appartement
2853;13202;84;;BD;DES DAMES;2;39.54;42;;Appartement
2854;13202;28;;RUE;DE LA LOGE;4;96.2;105;;Appartement
2855;13204;25;;BD;D ARRAS;3;70.04;70;;Appartement
2856;13204;39;;BD;BOISSON;2;38.3;40;;Appartement
2857;13202;35;;RUE;FAUCHIER;3;55.85;54;;Appartement
2858;13203;139;;AV;CAMILLE PELLETAN;2;46.93;40;;Appartement
2859;13204;42;;RUE;BOSCARY;3;83.04;80;;Appartement
2860;13203;11;;TRA;N-D DU BON SECOURS;4;66.95;64;;Appartement
2861;13201;1;;PL;AUX HUILES;1;96.61;63;;Appartement
2862;13204;4;;RUE;CHARLES DE FOUCAULD;4;73.91;80;;Appartement
2863;13204;8;;RUE;ALEXIS CARREL;3;56.07;59;;Appartement
2864;13203;21;;RUE;LAUTARD;2;34;36;;Appartement
2865;13203;25;;RUE;LOUIS MOURONVAL;3;72.01;76;;Appartement
2866;13201;3;;PAS;TIMON DAVID;3;73.65;66;;Appartement
2867;13214;487;;RUE;JEAN QUEILLAU;4;76.86;72;;Appartement
2868;13214;41;;BD;HENRI MAULINI;2;31.22;32;;Appartement
2869;13202;40;;RUE;MAZENOD;3;36.96;38;;Appartement
2870;13204;34;;AV;HAITI;1;29.23;32;;Appartement
2871;13204;30;;RUE;ELEMIR BOURGES;4;44;77;;Appartement
2872;13204;88;;BD;BLANCARDE;3;66.48;72;;Appartement
2873;13202;34;;RUE;SAINTE-FRANCOISE;2;52.47;50;;Appartement
2874;13201;16;;RUE;CHATEAUREDON;1;45.9;30;;Appartement
2875;13204;36;;RUE;BENEDIT;3;59.03;59;;Appartement
2876;13204;82;;AV;MAL FOCH;3;57.44;44;;Appartement
2877;13201;24;;BD;NATIONAL;3;69.09;55;;Appartement
2878;13203;73;;RUE;CLOVIS HUGUES;3;49.9;50;;Appartement
2879;13214;24;;AV;CLAUDE MONET;3;65.57;65;;Appartement
2880;13215;11;;IMP;MARJOLAINE;5;105.94;102;;Maison
2881;13201;12;;RUE;FARJON;2;51.37;52;;Appartement
2882;13201;31;;RUE;ESPERANDIEU;3;54.36;52;;Appartement
2883;13204;9;;RUE;MONIER;3;58.13;59;;Appartement
2884;13203;56;;BD;LECCIA;3;54.1;48;;Appartement
2885;13204;2;;BD;LAMBERT;1;18.6;24;;Appartement
2886;13204;1;;RUE;LINNE;2;38;43;;Appartement
2887;13204;62;;RUE;ALBE;2;101.98;49;;Maison
2888;13202;19;;RUE;PLUMIER;2;47.04;48;;Appartement
2889;13203;52;;BD;ALLEMAND;1;35.77;39;;Appartement
2890;13204;90;;BD;DE ROUX;4;63.8;68;;Appartement
2891;13204;89;;BD;LOUIS BOTINELLY;4;91.58;92;;Appartement
2892;13204;33;;RUE;TROIS FRERES CARASSO;4;76.2;72;;Appartement
2893;13210;46;;RUE;SAINTE BAUME;1;27.3;30;;Appartement
2894;13207;2;;RUE;CAPITAINE DESSEMOND;1;22.71;22;;Appartement
2895;13210;68;;BD;MIREILLE LAUZE;5;112.09;111;;Appartement
2896;13207;16;;RUE;ROBERT;2;22.8;21;;Appartement
2897;13205;23;;RUE;D ISLY;1;27.65;30;;Appartement
2898;13207;62;;BD;BOMPARD;3;24.89;40;;Appartement
2899;13210;36;;RUE;ANDRE AUDOLI;3;61.52;61;;Appartement
2900;13210;147;;AV;DE LA TIMONE;3;68.89;70;;Appartement
2901;13205;132;;RUE;ABBE DE L EPEE;3;40.03;43;;Appartement
2902;13210;25;;BD;BONIFAY;2;48.14;50;;Appartement
2903;13206;2;;RUE;FORT DU SANCTUAIRE;1;23.07;28;;Appartement
2904;13206;22;;RUE;DOCTEUR ESCAT;3;34.36;70;;Appartement
2905;13206;9;;RUE;CRUDERE;3;51.01;51;;Appartement
2906;13205;294;;BD;CHAVE;3;64.45;63;;Appartement
2907;13207;2;;RUE;DU LAVOIR;2;55.05;47;;Appartement
2908;13207;64;;AV;DES ROCHES;2;57.46;59;;Appartement
2909;13207;93;;BD;CHARLES LIVON;2;37.32;42;;Appartement
2910;13206;33;;RUE;ALDEBERT;3;81.92;78;;Appartement
2911;13210;103;;BD;DE SAINT LOUP;4;81.7;83;;Appartement
2912;13205;50;;BD;JEANNE D ARC;4;89.13;89;;Appartement
2913;13210;188;;AV;DE TOULON;3;61.96;64;;Appartement
2914;13205;71;;BD;CHAVE;2;41.78;41;;Appartement
2915;13207;41;;RUE;CHATEAUBRIAND;3;61.25;48;;Appartement
2916;13210;43;;AV;DE LA TIMONE;4;90.66;90;;Appartement
2917;13205;46;;RUE;HORACE BERTIN;2;39.8;40;;Appartement
2918;13207;7;B;TRA;TARGUIST;4;64.28;64;;Appartement
2919;13205;2;;RUE;VITALIS;3;60.15;60;;Appartement
2920;13210;37;;RUE;CAP GALINAT;2;39.47;39;;Appartement
2921;13207;39;;RUE;CESAR ALEMAN;1;36.4;37;;Appartement
2922;13210;21;;RUE;CHARLES CERRATO;3;38.98;42;;Appartement
2923;13205;59;;RUE;ROGER BRUN;2;39.88;44;;Appartement
2924;13205;81;;CRS;GOUFFE;3;57.46;56;;Appartement
2925;13206;120;;BD;VAUBAN;3;60.45;75;;Appartement
2926;13206;19;;RUE;DE FRIEDLAND;2;41.71;41;;Appartement
2927;13206;58;;CRS;GOUFFE;2;27.56;28;;Appartement
2928;13207;9;;RUE;PASCAL;2;52.73;52;;Appartement
2929;13205;28;;RUE;DE SMYRNE;1;18.48;19;;Appartement
2930;13210;116;;BD;MIREILLE LAUZE;3;62.8;63;;Appartement
2931;13207;21;;AV;DAVID DELLEPIANE;2;30.89;37;;Appartement
2932;13206;59;;AV;JULES CANTINI;1;37.43;32;;Appartement
2933;13210;116;;BD;MIREILLE LAUZE;3;68.45;68;;Appartement
2934;13206;75;;RUE;SAINT JACQUES;3;44.57;49;;Appartement
2935;13205;119;;RUE;SAINT PIERRE;3;61.27;64;;Appartement
2936;13210;225;;BD;PAUL CLAUDEL;3;55.59;56;;Appartement
2937;13206;77;;RUE;SAINT SUFFREN;3;69.46;67;;Appartement
2938;13207;9;;RUE;DE LA CROIX;3;70.72;67;;Appartement
2939;13207;5;;RUE;PAUL CODACCIONI;3;44.85;43;;Appartement
2940;13210;9;;RUE;GABRIEL MARIE;1;30.08;30;;Appartement
2941;13207;6;;RUE;DES LICES;1;33.97;37;;Appartement
2942;13205;35;;BD;SAINTE THERESE;2;48.09;47;;Appartement
2943;13210;16;;RUE;GASTON BERGER;2;40.22;39;;Appartement
2944;13210;5;;RUE;RAOUL PONCHON;1;29.71;25;;Appartement
2945;13206;6;;RUE;SAINT PIERRE;2;30.81;30;;Appartement
2946;13205;3;;RUE;SAINT ETIENNE;2;49.13;42;;Appartement
2947;13207;10;;IMP;DE LA GAVELIERE;4;100.33;97;;Appartement
2948;13210;188;;AV;DE TOULON;3;66.01;64;;Appartement
2949;13205;95;;RUE;SAINT PIERRE;1;31.13;30;;Appartement
2950;13206;26;;RUE;ALDEBERT;4;84.09;83;;Appartement
2951;13207;26;;RUE;SAUVEUR TOBELEM;1;29.76;35;;Appartement
2952;13207;187;;RUE;D ENDOUME;1;41.23;36;;Appartement
2953;13205;10;;PL;PIERRE ROUX;1;30.85;35;;Appartement
2954;13206;188;;RUE;BRETEUIL;4;72.45;70;;Appartement
2955;13205;315;;RUE;SAINT PIERRE;1;22.58;22;;Appartement
2956;13207;9;;RUE;PASCAL;2;52.71;60;;Appartement
2957;13207;288;;RUE;D ENDOUME;3;60.16;75;;Appartement
2958;13210;29;;IMP;DES FRENES;2;41.6;43;;Appartement
2959;13206;34;;RUE;JEAN ROQUES;2;27;27;;Appartement
2960;13206;68;;RUE;DE LA PAIX MARCEL PAUL;1;21.68;23;;Appartement
2961;13206;26;;RUE;SAINT PIERRE;3;54.85;54;;Appartement
2962;13207;6;;RUE;DURAND;1;31.3;21;;Maison
2963;13210;31;;RUE;D ORIENT;2;29.81;40;;Appartement
2964;13207;9;;RUE;MARIUS THOUREY;3;61.71;54;;Appartement
2965;13207;1;;RUE;CHARRAS;3;57.58;58;;Appartement
2966;13207;39;;RUE;DOCT FREDERIC GRANIER;3;64.7;63;;Appartement
2967;13206;46;;RUE;NAU;3;61.07;72;;Appartement
2968;13206;2;;RUE;SAINT PIERRE;1;18.8;18;;Appartement
2969;13206;3;;RUE;MONTEVIDEO;1;28.4;35;;Appartement
2970;13210;47;;CHE;DE LA VALBARELLE ST MARCEL;4;74.32;75;;Appartement
2971;13207;12;;RUE;DU CASTELLET;2;39.27;38;;Appartement
2972;13206;128;;RUE;D AUBAGNE;1;20.97;17;;Appartement
2973;13205;5;;RUE;VIRGILE MARRON;3;58.15;45;;Appartement
2974;13210;2;;RUE;ANTOINE BLANC;1;17.8;18;;Appartement
2975;13207;1;A;PL;DU QUATRE SEPTEMBRE;3;54.89;57;;Appartement
2976;13210;32;;RUE;ANDRE AUDOLI;6;111.38;107;;Appartement
2977;13206;4;;RUE;D IENA;3;57.21;53;;Appartement
2978;13210;107;;AV;DE LA CAPELETTE;2;38.31;38;;Appartement
2979;13205;26;;RUE;BRANDIS;3;42.33;50;;Appartement
2980;13205;1;;RUE;ESCOFFIER;3;56.62;49;;Appartement
2981;13205;23;;RUE;VITALIS;1;34.54;44;;Appartement
2982;13210;113;;TRA;CHEVALIER;4;73.59;74;;Appartement
2983;13206;60;;RUE;NAU;2;75.92;35;;Appartement
2984;13206;49;;RUE;DES BONS ENFANTS;1;31;35;;Appartement
2985;13207;45;;AV;DE LA CORSE;3;77.79;92;;Appartement
2986;13207;80;;BD;DE LA CORDERIE;2;63.79;80;;Appartement
2987;13210;5218;F;CHE;DE L ARGILE;2;42;28;;Appartement
2988;13206;57;;BD;ANDRE AUNE;2;41.77;40;;Appartement
2989;13206;106;;RUE;EDMOND ROSTAND;3;88.49;47;;Appartement
2990;13205;67;;RUE;STE CECILE;2;41.04;44;;Appartement
2991;13207;50;;RUE;SAUVEUR TOBELEM;1;35.1;35;;Appartement
2992;13207;4;;RUE;PETIT CHANTIER;3;29;28;;Appartement
2993;13205;313;;RUE;SAINT PIERRE;1;18.72;20;;Appartement
2994;13205;49;;RUE;BRANDIS;2;47.62;48;;Appartement
2995;13207;5;;;PLT DE MALMOUSQUE;1;29.69;25;;Appartement
2996;13210;141;;AV;DE LA TIMONE;2;38.8;39;;Appartement
2997;13207;5;;RUE;TURCON;6;173.96;140;;Maison
2998;13206;42;;CRS;GOUFFE;2;56.33;59;;Appartement
2999;13205;4;;RUE;DE LA JEUNESSE;3;67.72;64;;Appartement
3000;13207;7;;PL;JOSEPH ETIENNE;1;34.84;34;;Appartement
3001;13210;159;;AV;DE LA CAPELETTE;1;27.07;30;;Appartement
3002;13207;49;;RUE;D ENDOUME;2;45.51;49;;Appartement
3003;13206;6;;PL;DE VENISE;3;61.73;61;;Appartement
3004;13207;58;;AV;DE LA CORSE;3;78.14;85;;Appartement
3005;13207;19;;RUE;PETIT CHANTIER;2;38.38;39;;Appartement
3006;13206;10;;BD;ANDRE AUNE;4;68;68;;Appartement
3007;13206;154;;RUE;DE ROME;3;67.82;56;;Appartement
3008;13206;29;;BD;BAILLE;4;109.35;108;;Appartement
3009;13210;123;;BD;ROMAIN ROLLAND;4;37.89;61;;Appartement
3010;13206;52;;RUE;CHRISTOPHE COLOMB;2;38.6;40;;Appartement
3011;13205;95;;RUE;SAINT-PIERRE;2;30.86;19;;Appartement
3012;13207;5;;TRA;DE LA SERRE;1;49.38;48;;Appartement
3013;13205;38;;RUE;DU BERCEAU;3;95.1;86;;Appartement
3014;13207;29;;RUE;DES FRERES PECCHINI;2;33.69;37;;Appartement
3015;13207;7;;PL;JOSEPH ETIENNE;3;64.53;64;;Appartement
3016;13209;13;;BD;GUSTAVE GANAY;3;51.54;52;;Appartement
3017;13005;9300;;RES;LES ARPEGES BD DES ABA;2;47.33;47;;Appartement
3018;13005;9001;;ALL;DES TOURNEURS;3;64.23;64;;Appartement
3019;13209;296;;BD;ROMAIN ROLLAND;5;76.15;77;;Appartement
3020;13208;14;;RUE;NEGRESKO;1;17.1;18;;Appartement
3021;13119;5279;F;RUE;DU 14 JUILLET;3;53.09;51;;Appartement
3022;13022;26;;RUE;DOCT SEVERIN ICARD;3;36.8;37;;Appartement
3023;13208;642;;AV;DE MAZARGUES;1;22.23;22;;Appartement
3024;13209;40;;BD;DE SAINTE MARGUERITE;3;58;57;;Appartement
3025;13208;14;;RUE;NEGRESKO;3;69.32;69;;Appartement
3026;13086;26;;AV;GENERAL DE GAULLE;2;55;52;;Appartement
3027;13005;9001;;RES;CENTRAL PARC;1;34.41;34;;Appartement
3028;13208;27;;RUE;ROCCA;4;85.37;86;;Appartement
3029;13208;9001;;CITE;LE CORBUSIER;4;103.14;96;;Appartement
3030;13022;27;;AV;MARECHAL FOCH;2;50.43;35;;Appartement
3031;13208;66;;RUE;DU COMMANDANT ROLLAND;1;27.15;26;;Appartement
3032;13028;9002;;CHE;DE SAINTE CROIX;3;53.45;50;;Appartement
3033;13028;3;;RUE;ANTOINE PIRRODI;1;29.29;30;;Appartement
3034;13208;89;;RUE;SAINT SEBASTIEN;1;51.43;51;;Appartement
3035;13209;83;;BD;DU REDON;3;68.78;76;;Appartement
3036;13208;134;;RUE;LIANDIER;3;71.56;72;;Appartement
3037;13208;23;;BD;BAPTISTIN CAYOL;1;35.55;36;;Appartement
3038;13119;9012;;MAIL;LE MAIL;3;64.3;65;;Appartement
3039;13028;22;;RUE;MARIUS LIEUTAUD;1;21.12;22;;Appartement
3040;13028;11;;RUE;ANTOINE PIRRODI;2;23.07;22;;Appartement
3041;13028;432;;BD;DE LAVAUX;4;115.53;114;;Appartement
3042;13209;34;E;RUE;NICOLE ZEMMOUR;3;68.81;68;;Appartement
3043;13028;210;;CHE;ARENE CROS;1;27.9;22;;Appartement
3044;13209;9001;;;BEAUVALLON CENTRE;2;43.72;42;;Appartement
3045;13208;30;;RUE;DES MOUSSES;1;20.45;20;;Appartement
3046;13031;5073;F;;LA VERRERIE;2;38.43;38;;Appartement
3047;13007;8;B;RUE;DES GORGUES;3;72.36;54;;Appartement
3048;13208;30;;RUE;DES MOUSSES;2;50.32;50;;Appartement
3049;13208;360;;AV;DU PRADO;3;70.84;70;;Appartement
3050;13005;2;;RUE;DE LA BIBLIOTHEQUE;5;82.72;84;;Appartement
3051;13005;9001;;RES;CLE DES CHAMPS;3;69.87;68;;Appartement
3052;13208;88;;AV;DE MAZARGUES;3;55.63;56;;Appartement
3053;13070;86;;BD;VOLTAIRE;5;104.5;105;;Appartement
3054;13209;65;;BD;LEI ROURE;6;161.39;160;;Maison
3055;13016;4;;BD;FRANCIS CAPUANO;1;31.55;31;;Appartement
3056;13028;27;;RUE;DU GRAND MADIER;1;25.31;24;;Appartement
3057;13208;39;;RUE;BORDE;2;46.77;47;;Appartement
3058;13028;988;;AV;CITHARISTA;4;126.78;123;;Maison
3059;13028;150;;AV;DE LA LIONNE;2;40.23;40;;Appartement
3060;13208;73;;RUE;DU ROUET;2;31.97;28;;Appartement
3061;13028;42;;AV;DES MICOCOULIERS;3;68.69;67;;Appartement
3062;13031;5073;F;;LA VERRERIE;2;38.07;38;;Appartement
3063;13028;257;;ALL;LUMIERE;2;50.18;52;;Appartement
3064;13208;40;;BD;EDOUARD HERRIOT;3;72.54;72;;Appartement
3065;13209;58;;CHE;DU VAL DES BOIS;1;32.44;33;;Appartement
3066;13208;26;;AV;BEAU PIN;1;25.88;34;;Appartement
3067;13208;327;;AV;DU PRADO;3;76.53;78;;Appartement
3068;13209;83;;BD;DU REDON;2;48.8;60;;Appartement
3069;13101;200;;CHEM;DU COULET;3;92.99;61;;Maison
3070;13208;21;;ALL;GOYA;4;72.09;66;;Appartement
3071;13209;9001;;;BEAUVALLON PINEDE;3;56.32;63;;Appartement
3072;13007;24;;RUE;GRANDE;1;51.71;25;;Appartement
3073;13208;244;;AV;DU PRADO;5;159.54;171;;Appartement
3074;13208;314;;AV;DU PRADO;3;82.08;85;;Appartement
3075;13085;5671;;RES;LES CIGALES;3;67.16;67;;Appartement
3076;13208;23;;BD;VELASQUEZ;4;68.45;68;;Appartement
3077;13005;;;ALL;DES VERRIERS;2;51.17;50;;Appartement
3078;13209;430;;AV;MAL J DE L DE TASSIGNY;4;70.67;74;;Appartement
3079;13209;1;;RES;LE LANCIER;1;31.28;32;;Appartement
3080;13028;245;;AV;DE LA PAIX;3;49.52;49;;Appartement
3081;13208;1;;RUE;DE LORRAINE;3;80.28;79;;Appartement
3082;13208;88;;AV;DE MAZARGUES;4;65.98;66;;Appartement
3083;13028;131;;CHE;DE VIREBELLE;4;77.37;73;;Appartement
3084;13005;9001;;RES;LES FRENES;4;85.11;88;;Appartement
3085;13208;143;;AV;DE HAMBOURG;5;105.47;101;;Appartement
3086;13209;24;;BD;TROLLAT;4;120.43;100;;Maison
3087;13005;;;ALL;DES VERRIERS;3;66.44;66;;Appartement
3088;13208;9001;;CITE;LE CORBUSIER;4;92.88;96;;Appartement
3089;13005;9001;;;GR LE JARDIN DES COSSETTES;5;93.93;96;;Maison
3090;13209;221;;VC;ANCIEN CHEM DE CASSIS;1;21.19;21;;Appartement
3091;13209;20;;RUE;DE LA MAGALONE;3;53.56;54;;Appartement
3092;13208;523;;RUE;PARADIS;1;31.65;32;;Appartement
3093;13007;35;;RUE;GRANDE;2;31.33;40;;Appartement
3094;13022;14;;AV;DU CLOS DES OLIVIERS;3;58.26;58;;Appartement
3095;13028;34;;IMP;JEAN OLIVIER;2;47.66;48;;Appartement
3096;13028;250;;CHE;ARENE CROS;2;35.58;42;;Appartement
3097;13016;5015;;;LA BOUILLADISSE;3;25.02;40;;Appartement
3098;13208;39;;BD;EMILE SICARD;2;36.6;45;;Appartement
3099;13209;391;;BD;ROMAIN ROLLAND;4;63.64;63;;Appartement
3100;13209;121;;BD;PAUL CLAUDEL;3;56.1;56;;Appartement
3101;13208;20;;BD;MIREILLE JOURDAN BARRY;2;58.36;56;;Appartement
3102;13209;3;;AV;DE LA FARINIERE;3;66.06;65;;Appartement
3103;13209;83;;BD;DU REDON;5;110.3;120;;Appartement
3104;13101;210;;CHEM;DU COULET;3;65.97;73;;Maison
3105;13209;3;;ALL;CERVANTES;2;53.36;53;;Appartement
3106;13028;318;;CHE;DE ROUMAGOUA;3;55.3;62;;Appartement
3107;13005;61;;CHE;DES PASSONS;4;109.3;108;;Appartement
3108;13016;13;;RUE;MMRS BOYER;2;55.13;78;;Appartement
3109;13209;16;;SQ;MICHELET;3;57.99;60;;Appartement
3110;13209;20;;RUE;DE LA MAGALONE;3;52.17;54;;Appartement
3111;13005;9300;;RES;LES ARPEGES BD DES ABA;5;92.03;94;;Appartement
3112;13208;17;;RUE;DE CLUNY;2;35.22;34;;Appartement
3113;13007;2;;RUE;MARIUS PASCAU;2;31.31;31;;Appartement
3114;13028;250;;CHE;ARENE CROS;1;27.9;26;;Appartement
3115;13209;83;;BD;DU REDON;2;38.54;52;;Appartement
3116;13022;9101;;RES;CASSIS LE VALLAT;3;69.9;69;;Appartement
3117;13028;150;;AV;DE LA LIONNE;3;61.93;61;;Appartement
3118;13028;170;;AV;CAPORAL CHEF ALAIN DERUY;2;32.85;32;;Appartement
3119;13005;9001;;RES;CLE DES CHAMPS;4;73.21;75;;Appartement
3120;13022;27;;AV;MARECHAL FOCH;2;33.29;38;;Appartement
3121;13022;9001;;RES;LE CORAIL;1;34.37;37;;Appartement
3122;13208;168;;RUE;DU ROUET;3;48.04;49;;Appartement
3123;13070;10;;ALL;GUY HUVE;4;93.52;94;;Maison
3124;13005;9025;;;GRP PROVENCE AVE VERDUN;3;50.37;51;;Appartement
3125;13208;314;;AV;DU PRADO;2;43.16;44;;Appartement
3126;13209;4;;AV;VALMONT;5;103.8;103;;Appartement
3127;13028;37;B;CHE;DU PUITS DE BRUNET;3;65.06;64;;Appartement
3128;13028;4;;RUE;MARIUS LIEUTAUD;2;37.74;37;;Appartement
3129;13005;7;;AV;DU HUIT MAI;3;76.82;82;;Appartement
3130;13209;75;;BD;DU REDON;3;60.6;60;;Appartement
3131;13208;64;;RUE;DU COMMANDANT ROLLAND;3;113.8;78;;Appartement
3132;13209;201;;SQ;LA CRAVACHE;3;51.21;51;;Appartement
3133;13073;5088;F;CHE;DU PUITS ARMAND;4;84;85;;Appartement
3134;13086;5597;;;LE REPOS;2;32.71;40;;Appartement
3135;13005;58;;RUE;DE LA REPUBLIQUE;1;34.9;60;;Appartement
3136;13046;1;;PL;DES MARTYRS;4;84.5;105;;Appartement
3137;13028;10;;RUE;DU GRAND MADIER;3;41;45;;Appartement
3138;13005;25;;RUE;DOMERGUE;1;43.51;44;;Appartement
3139;13208;34;;BD;GASTON CREMIEUX;3;85.2;60;;Appartement
3140;13022;3;;AV;AUGUSTE FAVIER;2;56.75;57;;Appartement
3141;13028;2;;AV;DU PRE;2;42.66;42;;Appartement
3142;13028;121;;CHE;DE L HOMME ROUGE;3;40.4;46;;Appartement
3143;13028;5000;;AV;ERNEST SUBILIA;2;28.34;28;;Appartement
3144;13028;250;;CHE;ARENE CROS;1;21.76;21;;Appartement
3145;13022;34;;RUE;DE L ARENE;4;84.44;84;;Appartement
3146;13209;22;;SQ;MICHELET;4;78.08;79;;Appartement
3147;13028;151;;AV;FRANKLIN ROOSEVELT;2;52.3;52;;Appartement
3148;13022;10;;RUE;FREDERIC MISTRAL;4;67.96;70;;Appartement
3149;13005;9001;;RES;LES LAVANDES;5;88.47;92;;Appartement
3150;13208;216;;AV;DU PRADO;4;101.76;101;;Appartement
3151;13209;2;;BD;DES CEDRES;4;97.95;73;;Appartement
3152;13209;92;;CHE;COLLINE ST JOSEPH;3;78.07;79;;Appartement
3153;13208;95;;AV;DE LA MADRAGUE MONTREDON;1;29.81;30;;Appartement
3154;13208;5;;RUE;BORDE;1;22.33;24;;Appartement
3155;13208;43;;TRA;PARANGON;2;50.8;51;;Appartement
3156;13028;1691;;CHE;DES SEVERIERS;3;66.1;67;;Appartement
3157;13209;42;;RUE;HENRI TOMASI;3;68.26;68;;Appartement
3158;13209;9;;TRA;DE LA GOUFFONNE;3;66.74;66;;Appartement
3159;13209;20;;RUE;DE LA MAGALONE;3;52.02;50;;Appartement
3160;13208;288;;RUE;PARADIS;3;89.43;98;;Appartement
3161;13208;9001;;CITE;LE CORBUSIER;1;31;31;;Appartement
3162;13208;1;;ALL;MURILLO;3;81.71;78;;Appartement
3163;13209;20;;CHE;DU ROI D ESPAGNE;3;72.41;71;;Appartement
3164;13209;83;;BD;DU REDON;3;68.37;76;;Appartement
3165;13208;123;;TRA;PARANGON;4;72.28;76;;Appartement
3166;13208;11;;TRA;DE L OLYMPIQUE;1;53.63;53;;Appartement
3167;13028;6;A;RUE;DE LA LIBERTE;1;35.91;26;;Appartement
3168;13208;131;;AV;DU PRADO;3;85.02;88;;Appartement
3169;13028;471;;AV;D ALSACE;3;54.12;46;;Appartement
3170;13005;16;;RUE;PEYPAGAN;2;35.22;35;;Appartement
3171;13208;62;;AV;JULES CANTINI;5;90.67;84;;Appartement
3172;13028;16;;RUE;CANOLLE;1;36.56;37;;Appartement
3173;13209;83;;BD;DU REDON;3;55.49;66;;Appartement
3174;13028;149;;AV;PIERRE ROVARCH;3;76.15;73;;Appartement
3175;13208;49;;BD;DE MAILLANE;4;75.93;78;;Appartement
3176;13070;11;;AV;BEAU SOLEIL;3;56.96;56;;Appartement
3177;13209;3;;ALL;CERVANTES;4;86.93;87;;Appartement
3178;13208;217;;AV;DE MAZARGUES;1;45.2;35;;Appartement
3179;13086;4;;RUE;DU PONT;3;72.88;70;;Appartement
3180;13005;9291;;;LES CREISSAUDS OUEST;4;95.78;96;;Appartement
3181;13208;46;;RUE;DES MOUSSES;1;28.86;29;;Appartement
3182;13208;145;;BD;PERIER;3;67.72;70;;Appartement
3183;13208;41;;AV;ANDRE ZENATTI;1;29;29;;Appartement
3184;13208;8;;AV;GASCOGNE;4;93.12;92;;Appartement
3185;13208;523;;RUE;PARADIS;1;31.67;33;;Appartement
3186;13028;100;;CHE;DE ROUMAGOUA;3;66.86;66;;Appartement
3187;13028;203;;BD;DE CLAVEL;5;116.77;115;;Appartement
3188;13031;43;;RTE;NATIONALE 96;2;21.48;20;;Appartement
3189;13208;199;;AV;DU PRADO;2;51.9;60;;Appartement
3190;13209;83;;BD;DU REDON;5;83.7;91;;Appartement
3191;13028;12;;RUE;DES COMBATTANTS;1;24.3;25;;Appartement
3192;13028;170;;AV;CAPORAL CHEF ALAIN DERUY;2;33.37;32;;Appartement
3193;13028;42;;RUE;LOUIS VIGNOL;3;56.03;40;;Appartement
3194;13007;4;;PL;D AMONT;3;85.15;110;;Appartement
3195;13209;130;;CHE;DE MORGIOU;4;90.74;90;;Appartement
3196;13028;97;;ALL;SURCOUF;4;70.86;66;;Maison
3197;13022;7;;RUE;ELZEARD PREVOST;2;28.22;30;;Appartement
3198;13005;9001;;RES;CENTRAL PARC;4;76.45;75;;Appartement
3199;13209;391;;BD;ROMAIN ROLLAND;3;51.29;51;;Appartement
3200;13209;130;;CHE;DE MORGIOU;3;74.1;74;;Appartement
3201;13209;391;;BD;ROMAIN ROLLAND;4;61.1;61;;Appartement
3202;13028;250;;CHE;ARENE CROS;2;20.78;20;;Appartement
3203;13005;9017;;TRA;DES AIRES NOUVEAUX;2;33.74;40;;Maison
3204;13028;41;;RUE;LOUIS VIGNOL;2;40.97;32;;Appartement
3205;13208;4;;RUE;BLANCHE;1;29.93;29;;Appartement
3206;13005;9016;;AV;DES GOUMS;4;71.1;73;;Appartement
3207;13046;14;;RUE;DES LAURIERS ROSES;3;57.9;61;;Maison
3208;13042;9121;;RUE;DU GD CAVAILLON;2;35.55;36;;Appartement
3209;13208;367;;AV;DU PRADO;2;90.01;60;;Appartement
3210;13208;314;;AV;DU PRADO;2;27.79;29;;Appartement
3211;13209;9;;SQ;JEAN BOUIN;1;53.1;54;;Appartement
3212;13028;461;A;CHE;DES BAGNOLS;1;22.04;22;;Appartement
3213;13028;82;;RUE;PORTALIS;4;75.72;75;;Appartement
3214;13086;126;;;LA PIGUIERE;2;47.98;66;;Appartement
3215;13005;9001;;;GRP PROVENCE AVE VERDUN;3;55.36;52;;Appartement
3216;13208;122;;RUE;DU COMMANDANT ROLLAND;1;14.55;14;;Appartement
3217;13007;9138;;;LE CLOS;4;87.74;89;;Maison
3218;13005;69;;RUE;DE LA REPUBLIQUE;1;30.47;31;;Appartement
3219;13208;41;;AV;ANDRE ZENATTI;2;46.02;46;;Appartement
3220;13208;62;;RUE;LIANDIER;2;35.7;36;;Appartement
3221;13208;16;;TRA;DE POMEGUES;2;36.21;36;;Appartement
3222;13209;9001;;;BEAUVALLON CENTRE;4;62.2;53;;Appartement
3223;13028;148;;BD;GUERIN;2;30.3;30;;Appartement
3224;13208;29;;RUE;ROCCA;2;46.12;47;;Appartement
3225;13208;112;;RUE;LIANDIER;2;33.54;36;;Appartement
3226;13005;9001;;RES;LE MAZET;4;70.64;69;;Appartement
3227;13028;9002;;RES;CLAIRETTE AVE CAMUSSO;2;40.1;39;;Appartement
3228;13208;11;;PARC;JEAN MERMOZ;5;121.66;113;;Appartement
3229;13028;121;;CHE;DE L HOMME ROUGE;2;23.84;24;;Appartement
3230;13209;371;;BD;ROMAIN ROLLAND;4;63.75;65;;Appartement
3231;13119;9001;;RES;LES ROMARINS;3;74.25;71;;Appartement
