id_bien;code_com_dep_5;No voie;B/T/Q;Type de voie;Voie;Nombre pieces principales;Surface Carrez du 1er lot;Surface reelle bati;Surface terrain;Type local
3232;13028;998;;AV;EMILE RIPERT;1;27.3;30;;Appartement
3233;13028;167;;AV;FRANKLIN ROOSEVELT;3;55.31;52;;Appartement
3234;13005;9001;;RES;CENTRAL PARC;1;31;26;;Appartement
3235;13208;125;;TRA;PARANGON;2;43.27;43;;Appartement
3236;13005;9005;;AV;JOSEPH FALLEN;3;49.95;50;;Appartement
3237;13209;14;;SQ;MICHELET;3;77.44;81;;Appartement
3238;13208;28;;AV;DE LA CADENELLE;4;108.84;105;;Appartement
3239;13208;67;;BD;DES NEIGES;1;27.24;24;;Appartement
3240;13209;44;;RUE;FARINIERE;2;67.87;69;;Appartement
3241;13209;296;;BD;ROMAIN ROLLAND;4;63.59;68;;Appartement
3242;13209;83;;BD;DU REDON;2;37.59;52;;Appartement
3243;13028;9001;;RES;BELLE PLAINE;1;29.01;28;;Appartement
3244;13022;9001;;;LE CAP DES TERRASSES;1;18.48;18;;Appartement
3245;13119;9020;;VC;LE MAIL;3;61.77;67;;Appartement
3246;13028;584;;AV;D ALSACE;3;60.9;59;;Appartement
3247;13208;34;;BD;LUCIEN BAGNASCO;3;66.92;66;;Appartement
3248;13209;12;;SQ;JEAN BOUIN;4;62.99;63;;Appartement
3249;13209;168;;CHE;DE MORGIOU;4;75.47;75;;Appartement
3250;13208;2;;RUE;MARIUS JAUFFRET;5;137.39;150;;Appartement
3251;13028;34;;AV;FREDERIC MISTRAL;3;50.97;52;;Appartement
3252;13209;83;;BD;DU REDON;4;79.05;94;;Appartement
3253;13028;671;;AV;EMILE RIPERT;3;66.08;64;;Appartement
3254;13005;9005;;AV;JOSEPH FALLEN;3;49.11;50;;Appartement
3255;13209;121;;BD;PAUL CLAUDEL;3;56.13;56;;Appartement
3256;13028;15;;RUE;MARIUS LIEUTAUD;1;40.64;36;;Appartement
3257;13208;9;;BD;LORD DUVEEN;3;57.93;65;;Appartement
3258;13209;70;;CHE;JOSEPH AIGUIER;3;67.73;67;;Appartement
3259;13030;57;;N;ROUTE NATIONALE 8;3;49.68;60;;Appartement
3260;13028;210;;CHE;ARENE CROS;1;22.13;22;;Appartement
3261;13028;20;;RUE;FOUGASSE;3;36.18;48;;Appartement
3262;13028;15;;AV;DE BUCELLE;2;40.53;44;;Appartement
3263;13028;8;;RUE;COMPAS;4;53.81;42;;Appartement
3264;13005;11;;RUE;MARCEAU;1;37.18;33;;Appartement
3265;13208;122;A;RUE;LIANDIER;0;41.78;41;;Appartement
3266;13208;331;;AV;DU PRADO;4;97.2;97;;Appartement
3267;13028;9009;;VC;CLOS BEAUCHAMP;5;113.51;139;;Maison
3268;13209;105;;BD;DU CABOT;5;122.51;123;;Appartement
3269;13005;365;;CHE;DE ST JOSEPH;3;63.86;63;;Appartement
3270;13028;3;;RUE;ERNEST RENAN;4;58.66;71;;Appartement
3271;13208;88;;AV;DE MAZARGUES;3;56.1;55;;Appartement
3272;13022;9101;;RES;CASSIS LE VALLAT;3;81.84;69;;Appartement
3273;13086;10;;RUE;ROLLAND;2;59.5;52;;Appartement
3274;13022;18;;RUE;THERESE RASTIT;2;48.31;48;;Appartement
3275;13208;13;;ALL;ALBENIZ;6;105.11;100;;Appartement
3276;13005;5311;F;ALL;DES VERRIERS;3;58.03;63;;Appartement
3277;13028;250;;CHE;ARENE CROS;2;44.71;47;;Appartement
3278;13007;5081;F;RTE;NATIONALE 560;3;65.31;64;;Appartement
3279;13085;2;;ALL;DES MICOCOULIERS;2;58.87;59;;Appartement
3280;13208;31;;ALL;ALBENIZ;4;74.85;75;;Appartement
3281;13028;6;;RUE;MARIUS LIEUTAUD;1;41.13;39;;Appartement
3282;13022;7;;RUE;PASTEUR;3;19.9;60;;Appartement
3283;13208;4;;RUE;DE LA CALANQUE;3;52;51;;Appartement
3284;13209;5168;;;RES LES JARDINS D'EDEN;3;102.42;101;;Appartement
3285;13208;395;;RUE;PARADIS;3;117.64;95;;Appartement
3286;13208;22;;TRA;PUPAT;2;37.68;37;;Appartement
3287;13028;88;;AV;DU BAGUIER;1;26.8;26;;Appartement
3288;13208;62;;CHE;DU LANCIER;3;63.3;64;;Appartement
3289;13209;83;;BD;DU REDON;3;55.81;66;;Appartement
3290;13208;21;;RUE;JEAN MERMOZ;3;87.65;82;;Appartement
3291;13119;2;;AV;CLAUDE DEBUSSY;1;25.98;26;;Appartement
3292;13005;10;;AV;ALICE;4;56.04;60;;Appartement
3293;13028;20;;RUE;CANOLLE;1;30.6;42;;Appartement
3294;13005;9001;;RUE;RENARDE;4;64.09;60;;Appartement
3295;13208;47;;RUE;LIANDIER;2;25.14;25;;Appartement
3296;13022;9001;;RES;CASSIS BELLEVUE;2;48.04;49;;Appartement
3297;13209;9046;;CHE;DU VAL DES BOIS;5;105.3;108;;Maison
3298;13028;9013;;AV;DES ALOUETTES;5;125.78;110;;Maison
3299;13031;85;;CHE;DU LAOUVAS;4;82.97;82;;Appartement
3300;13005;930;F;CHE;DU CHARREL;4;85.18;85;;Maison
3301;13209;39;;BD;DE MOSTAGANEM PROLONGE;2;53.38;75;;Appartement
3302;13208;1;;ALL;GOYA;5;79.37;78;;Appartement
3303;13119;9001;;RES;LES ROMARINS;3;59.92;60;;Appartement
3304;13022;12;;AV;DE L ABBE CABROL;4;89.12;88;;Appartement
3305;13007;5764;;;LE VILLAGE;3;92.64;93;;Appartement
3306;13007;4;;CRS;DU 4 SEPTEMBRE;3;49.85;53;;Appartement
3307;13209;20;;PARC;DROMEL;4;69.25;73;;Appartement
3308;13209;9001;;;BEAUVALLON LES CEDRES;4;58.19;59;;Appartement
3309;13119;11;;RUE;RENE OLLIER;3;64.95;65;;Appartement
3310;13209;296;;BD;ROMAIN ROLLAND;3;58.58;58;;Appartement
3311;13209;21;;AV;MIREILLE;4;81.85;78;;Appartement
3312;13209;83;;BD;DU REDON;2;39.22;42;;Appartement
3313;13005;5718;F;;LE CHARREL SUD;5;91.17;91;;Appartement
3314;13016;5778;;;LA BOURINE;3;68.93;65;;Appartement
3315;13208;73;;RUE;DU ROUET;4;97.86;97;;Appartement
3316;13209;40;;BD;DE SAINTE MARGUERITE;2;50.81;45;;Appartement
3317;13046;9011;;;LA TREYERE;3;69.09;71;;Maison
3318;13209;126;;RUE;AUGUSTIN AUBERT;4;91.06;92;;Appartement
3319;13028;9001;;RES;VAL D AZUR;1;27.11;27;;Appartement
3320;13209;107;;BD;DU CABOT;4;76.37;77;;Appartement
3321;13209;121;;BD;PAUL CLAUDEL;3;53.66;56;;Appartement
3322;13213;49;;TSSE;DES BONNETS;4;67.2;68;;Appartement
3323;13212;36;;AV;DE SAINT BARNABE;4;65.72;65;;Appartement
3324;13212;27;;TSSE;DE LA MALVINA;4;76.56;76;;Appartement
3325;13213;29;;PARC;DES VIEUX CYPRES;6;95.65;93;;Maison
3326;13212;5076;F;PARC;DESSUARD;3;67.19;66;;Appartement
3327;13075;9412;;BD;ANDRE MALRAUX;5;95.25;95;;Appartement
3328;13213;10;;BD;LIONEL TERRAY;3;48.97;49;;Appartement
3329;13212;31;;RUE;EMILE CAILLOL;3;52.82;40;;Maison
3330;13213;153;;CHE;DE CHATEAU GOMBERT;4;80.67;80;;Appartement
3331;13213;5001;F;RES;FONDACLE;5;107.3;94;;Appartement
3332;13212;27;;TSSE;DE LA MALVINA;4;76.28;76;;Appartement
3333;13213;24;;AV;COROT;3;63.98;63;;Appartement
3334;13075;22;;BD;GINIEZ;2;41.1;41;;Appartement
3335;13212;151;;RUE;DU DOCTEUR CAUVIN;2;44.2;41;;Appartement
3336;13211;164;;BD;DE LA MILLIERE;3;53.23;58;;Appartement
3337;13213;139;;AV;DES OLIVES;4;66;64;;Appartement
3338;13212;59;;RUE;BEAU;4;89.58;88;;Appartement
3339;13075;5;;RUE;JEAN BAPTISTE MICHEL;4;79.1;68;;Appartement
3340;13002;5080;F;CHE;LES GONAGUES;2;57.41;46;;Appartement
3341;13213;24;;AV;COROT;3;68.4;68;;Appartement
3342;13212;61;;AV;DE LA FOURRAGERE;4;88.2;87;;Appartement
3343;13213;5001;F;RES;FONDACLE;3;78.01;70;;Appartement
3344;13211;5056;F;TRA;DES FAIENCIERS;4;74.35;73;;Appartement
3345;13213;1;;AV;DE VALDONNE;4;61.23;63;;Appartement
3346;13213;40;;TSSE;MONTCAULT;1;32.49;33;;Appartement
3347;13213;26;;AV;COROT;3;60.46;60;;Appartement
3348;13213;80;;BD;BARRY;2;39.57;40;;Appartement
3349;13212;64;;BD;TRISTAN CORBIERE;3;67.1;67;;Appartement
3350;13213;19;;TSSE;LAZARE BARIELLE;3;61.26;65;;Appartement
3351;13002;12;;GR;GRAND RUE;2;21.2;19;;Appartement
3352;13212;282;;AV;DE MONTOLIVET;3;60.13;60;;Appartement
3353;13213;40;;AV;ESCAD NORMANDIE NIEMEN;1;18.09;19;;Appartement
3354;13213;89;;CHE;DES JONQUILLES;4;73.65;73;;Maison
3355;13213;16;;PL;DES HEROS;2;32.84;31;;Appartement
3356;13213;84;;AV;SAINT JEROME;1;38.99;38;;Appartement
3357;13211;134;;TRA;DE LA PENNE;3;53.85;54;;Maison
3358;13212;8;;BD;DEBORD;3;65;65;;Appartement
3359;13213;12;;PARC;DES CHUTES LAVIE;4;71.9;75;;Appartement
3360;13211;180;;TRA;DE LA PENNE;3;66.67;67;;Appartement
3361;13211;61;;RUE;DE L AUDIENCE;2;38.6;40;;Appartement
3362;13212;109;;BD;DE LA COMTESSE;1;27.53;26;;Appartement
3363;13002;54;;LOT;LE COLOMBIER;4;69.61;69;;Maison
3364;13212;20;;AV;DU BOUSQUETIER;3;65;65;;Appartement
3365;13213;20;;BD;VALETTE;2;45.93;45;;Appartement
3366;13075;9421;;BD;ANDRE MALRAUX;4;82.98;83;;Appartement
3367;13213;92;;RUE;ALPHONSE DAUDET;1;35.8;35;;Appartement
3368;13213;10;;RUE;FRANCOIS CANAC;3;62.2;62;;Appartement
3369;13213;2;;BD;ISABELLE;3;64.21;63;;Appartement
3370;13213;6;B;RUE;SAINT GEORGES;1;33.35;31;;Appartement
3371;13212;300;;CHE;DE ST JEAN DU DESERT;3;68.5;69;;Appartement
3372;13211;546;;BD;MIREILLE LAUZE;2;53.57;53;;Appartement
3373;13213;5100;F;IMP;DU GAROU;5;92.09;93;;Appartement
3374;13213;26;;AV;COROT;2;48.89;49;;Appartement
3375;13211;46;;BD;DE LA MILLIERE;1;36.1;40;;Appartement
3376;13211;56;;BD;DE LA VALBARELLE;2;54.46;54;;Appartement
3377;13075;6040;Z;AV;PASTEUR;3;51.84;52;;Appartement
3378;13212;10;;RUE;MONTAIGNE;2;63.49;52;;Appartement
3379;13211;10;;AV;RAOUL FOLLEREAU;3;58.67;60;;Appartement
3380;13213;29;;RUE;DU TROUBADOUR;5;95.67;91;;Maison
3381;13002;9001;;;LES TOITS DE LA POUNCHE;4;76.3;79;;Maison
3382;13213;54;;AV;COROT;3;53.01;53;;Appartement
3383;13213;9128;;BD;BARA;6;157.62;164;;Appartement
3384;13002;5651;F;CHE;LAURENT MERLE;3;67.14;67;;Appartement
3385;13213;31;;PARC;DES VIEUX CYPRES;4;77.3;68;;Maison
3386;13213;101;;RUE;ALPHONSE DAUDET;4;64.45;62;;Appartement
3387;13213;5063;F;BD;BOUGE   QRT MALPASSE;3;61.05;58;;Appartement
3388;13213;12;;RUE;DE L ESCALET;4;72.26;72;;Appartement
3389;13212;40;;BD;BOUYALA D ARNAUD;3;58.27;58;;Appartement
3390;13002;5651;F;CHE;LAURENT MERLE;4;99.1;99;;Appartement
3391;13002;305;;CHE;ESPRIT JULIEN;3;59.65;60;;Appartement
3392;13213;14;;RUE;ROBERT DE ROUX;1;27.62;28;;Appartement
3393;13212;2;A;RUE;FONTAINIEU;2;25.03;32;;Appartement
3394;13213;20;;BD;BARA;4;80;100;;Maison
3395;13211;10;;AV;RAOUL FOLLEREAU;2;42;40;;Appartement
3396;13213;40;;AV;ESCAD NORMANDIE NIEMEN;1;18.3;18;;Appartement
3397;13212;16;B;TRA;DES 4 CHE MONTOLIVET;3;64;64;;Appartement
3398;13212;24;B;BD;DES ALPES;2;31.05;32;;Appartement
3399;13213;195;;AV;DES OLIVES;3;93.8;100;;Maison
3400;13212;6;;BD;FERDINAND NEGRO;4;78.28;78;;Appartement
3401;13002;1;;RUE;PIERRE CURIE;2;43.6;50;;Appartement
3402;13211;165;;RTE;DES CAMOINS;2;40.08;44;;Appartement
3403;13212;36;;AV;DE SAINT BARNABE;3;55.95;48;;Appartement
3404;13211;164;;BD;DE LA MILLIERE;3;57.4;58;;Appartement
3405;13212;112;;AV;DES CAILLOLS;4;82.1;82;;Appartement
3406;13002;59;;LOT;LE COLOMBIER;3;76.48;56;;Maison
3407;13211;16;;TRA;DE LA DOMINIQUE;3;68.4;67;;Appartement
3408;13211;52;;BD;DE LA POMME;2;35.46;36;;Appartement
3409;13212;1;;BD;BONNIOT;3;57.48;57;;Appartement
3410;13211;5069;F;BD;BEZOMBES;4;73.69;74;;Appartement
3411;13213;93;;TSSE;CHARLES SUSINI;2;39.82;40;;Appartement
3412;13213;1;;RUE;ANDRE ISAIA;4;80.56;80;;Appartement
3413;13211;287;;RTE;DES 3 LUCS;1;27.1;33;;Appartement
3414;13002;120;;AV;DU GEN DE GAULLE;3;69.15;55;;Appartement
3415;13213;20;;CHE;DE LA RIBASSIERE;2;46.22;44;;Appartement
3416;13213;112;;RUE;ALPHONSE DAUDET;2;52.76;50;;Appartement
3417;13212;20;;BD;DES ROSSIGNOLS;4;92.07;87;;Maison
3418;13212;51;;BD;BOUYALA D ARNAUD;2;46.07;46;;Appartement
3419;13002;195;;CHE;DES RASCOUS;3;80.33;50;;Appartement
3420;13002;466;;CHE;DE LA CRAIE;4;87.24;87;;Appartement
3421;13002;305;;CHE;ESPRIT JULIEN;3;67.51;66;;Appartement
3422;13211;79;;BD;DE LA POMME;4;79.74;81;;Appartement
3423;13002;5080;F;CHE;LES GONAGUES;4;71.41;74;;Appartement
3424;13212;29;;RUE;LEON MEISSEREL;3;67.9;69;;Appartement
3425;13212;25;;TSSE;DE LA CLAIRE VOIE;3;61.8;54;;Appartement
3426;13212;51;;BD;BOUYALA D ARNAUD;2;46.85;46;;Appartement
3427;13212;47;;AV;DES TROIS LUCS;1;27.05;22;;Appartement
3428;13211;359;;BD;MIREILLE LAUZE;3;58.01;57;;Appartement
3429;13213;5050;F;RES;LA BATARELLE;3;65.5;64;;Appartement
3430;13212;47;;AV;DES TROIS LUCS;1;19.85;20;;Appartement
3431;13211;56;;BD;DE LA VALBARELLE;3;62.43;63;;Appartement
3432;13212;266;;AV;DES POILUS;3;47.5;70;;Appartement
3433;13211;56;;BD;DE LA VALBARELLE;3;67.78;67;;Appartement
3434;13211;141;;AV;DE SAINT MENET;3;64.59;64;;Appartement
3435;13212;89;;RUE;ST JEAN DU DESERT;3;66.09;64;;Appartement
3436;13212;35;;BD;HUGUES;4;145.2;135;;Appartement
3437;13212;17;;RUE;ST JEAN DU DESERT;4;74.94;75;;Appartement
3438;13213;12;;AV;DES NARCISSES;4;50.01;50;;Appartement
3439;13212;11;;AV;DU BOUSQUETIER;4;80.67;74;;Appartement
3440;13211;170;;TRA;DE LA PENNE;3;57.05;57;;Appartement
3441;13213;58;;RUE;DE LA MAURELLE;3;62.04;61;;Appartement
3442;13212;17;;BD;HAGUENEAU;3;60.74;55;;Appartement
3443;13212;89;;AV;DES BUTRIS;1;19.76;20;;Appartement
3444;13211;30;;AV;RAOUL FOLLEREAU;4;85.44;85;;Appartement
3445;13213;67;;AV;DE LA ROSE;3;48.81;56;;Appartement
3446;13075;6040;Z;AV;PASTEUR;3;54.8;54;;Appartement
3447;13212;32;;BD;GAROUTTE;1;21.92;20;;Appartement
3448;13213;8;;BD;LIONEL TERRAY;2;37;38;;Appartement
3449;13212;31;;TSSE;DE LA TREVARESSE;4;80.67;76;;Appartement
3450;13211;359;;BD;MIREILLE LAUZE;2;45.35;45;;Appartement
3451;13002;120;;AV;DU GEN DE GAULLE;3;59.72;55;;Appartement
3452;13213;57;;PARC;DES VIEUX CYPRES;4;79.5;77;;Maison
3453;13212;38;;TRA;TRIVIER;2;40.44;44;;Appartement
3454;13213;116;;AV;DES POILUS;3;65.67;60;;Appartement
3455;13211;3;;BD;BEAUSEJOUR;5;131.55;116;;Appartement
3456;13212;5288;F;RES;LES BOUGAINVILLEES;4;80.78;74;;Appartement
3457;13213;24;;PARC;DES VIEUX CYPRES;4;75.6;68;;Maison
3458;13211;64;;BD;DE LA VALBARELLE;3;54.1;54;;Appartement
3459;13212;47;;AV;DES TROIS LUCS;1;20.04;20;;Appartement
3460;13212;51;;CHE;DES AMARYLLIS;3;64.72;65;;Appartement
3461;13002;9;;PL;DE LA REPUBLIQUE;2;58.17;58;;Appartement
3462;13002;5455;F;BD;ANGE MARTIN;3;67.92;68;;Appartement
3463;13213;148;;;LE MONT RIANT;6;108.52;108;;Maison
3464;13213;197;;AV;DES OLIVES;3;89.08;70;;Appartement
3465;13212;5073;F;AV;DES CIGALONS;5;91.74;88;;Appartement
3466;13212;5;;ALL;CACHEMYRA;1;40.39;38;;Appartement
3467;13212;116;;RUE;GASTON DE FLOTTE;3;64.88;64;;Appartement
3468;13212;257;;AV;DE MONTOLIVET;3;61.15;59;;Appartement
3469;13212;5;;AV;RAMPAL;3;71.13;70;;Appartement
3470;13213;67;;TSSE;DES PLATRIERES;3;91.77;67;;Maison
3471;13211;14;;RUE;ANGELE;3;62.51;62;;Appartement
3472;13212;26;;AV;RAMPAL;2;39.46;39;;Appartement
3473;13211;12;;AV;DU DOCTEUR HECKEL;3;44.07;35;;Appartement
3474;13211;20;;AV;DESIRE BIANCO;2;40.17;42;;Appartement
3475;13211;1;;RTE;DES CAMOINS;4;84.9;76;;Maison
3476;13213;18;;BD;VERD;3;64.78;65;;Appartement
3477;13213;1;;BD;ELYSEE PETIT;2;38.5;43;;Appartement
3478;13075;9090;;BD;ANGE DELESTRADE;3;62.94;62;;Appartement
3479;13212;22;;BD;DE LA COMTESSE;3;73.5;73;;Appartement
3480;13211;;;RES;LES CHARMILLES;1;33.49;32;;Appartement
3481;13212;75;;TSSE;SAINT-PONS;3;65.9;66;;Appartement
3482;13213;6;;BD;LIONEL TERRAY;4;59.97;61;;Appartement
3483;13212;36;;BD;MARIUS RICHARD;3;50.1;51;;Appartement
3484;13213;5;;IMP;CHANTOISEL;3;54.24;70;;Appartement
3485;13212;7;;ALL;DE DIJON;3;54.72;55;;Appartement
3486;13213;49;;TSSE;DES BONNETS;4;67;68;;Appartement
3487;13213;60;;RUE;CHALUSSET;2;28.76;30;;Appartement
3488;13213;59;;RUE;NIELS BOHR;3;72.66;72;;Appartement
3489;13212;22;;TSSE;DE LA LISE;5;131.01;124;;Maison
3490;13212;134;;BD;DES LIBERATEURS;2;48.19;48;;Appartement
3491;13211;546;A;BD;MIREILLE LAUZE;3;66.87;58;;Appartement
3492;13213;8;;BD;LIONEL TERRAY;4;59.01;60;;Appartement
3493;13212;16;B;TRA;DES 4 CHE MONTOLIVET;4;84.64;85;;Appartement
3494;13212;19;;AV;DE GARLABAN;4;97.54;103;;Appartement
3495;13002;10;;RUE;DE LA BERGERE;1;23.32;24;;Appartement
3496;13211;30;;TSSE;CAVAILLON;3;85.55;91;;Appartement
3497;13212;36;;AV;DE SAINT BARNABE;3;56.27;57;;Appartement
3498;13213;11;;GR;GRAND RUE LOUIS FABRY;2;39.82;40;;Appartement
3499;13213;58;;AV;COROT;3;56.12;55;;Appartement
3500;13211;136;;CHE;LA VALBARELLE ST MARCEL;3;70.2;70;;Appartement
3501;13212;44;;AV;VINCENT VAN GOGH;2;35.5;35;;Appartement
3502;13213;22;;RUE;AUGUSTIN FRESNEL;1;44.39;44;;Appartement
3503;13212;5076;F;PARC;DESSUARD;3;67.33;70;;Appartement
3504;13213;1;;GR;GRAND RUE LOUIS FABRY;2;51.67;43;;Appartement
3505;13213;23;;CHE;DU CAVAOU;4;158.85;110;;Maison
3506;13212;5288;F;RES;LES BOUGAINVILLEES;3;69.37;64;;Appartement
3507;13211;50;;BD;NOTRE DAME;3;43.32;45;;Appartement
3508;13213;153;;CHE;DE CHATEAU GOMBERT;5;88.13;87;;Appartement
3509;13211;79;;BD;DE LA POMME;3;73.86;74;;Appartement
3510;13213;58;;AV;COROT;3;56.11;55;;Appartement
3511;13063;8;;RUE;CARNOT;2;52.15;52;;Appartement
3512;13103;741;;CHE;DES AIRES DE LA DIME;2;45.02;44;;Appartement
3513;13001;135;;RUE;EDMOND HALLEY MILLES;2;34.16;35;;Appartement
3514;13087;9624;;LOT;LOU MANEOU;3;69.8;71;;Appartement
3515;13033;4;;AV;FREDERIC MISTRAL;4;68.39;76;;Appartement
3516;13026;31;;;LES ROUCAS;4;85.46;84;;Appartement
3517;13117;15;;RUE;DE L ESCADRILLE N NIEMEN;3;62.42;63;;Appartement
3518;13054;11;;AV;DU DR SCHWEITZER;4;65.86;66;;Appartement
3519;13043;3;;AV;DE LA COTE BLEUE;5;74.34;102;;Maison
3520;13036;2;B;RUE;DU LAVOIR COUVERT;4;92;92;;Appartement
3521;13100;9;;RUE;DU PETIT PUITS;2;38.6;40;;Appartement
3522;13004;10;B;RUE;LOUIS BRAILLE;2;158.37;77;;Appartement
3523;13004;9901;;LOT;LES HAMEAUX DE CAMARGUE;1;26.9;25;;Appartement
3524;13045;22;;RUE;DE LA REPUBLIQUE;3;60.95;66;;Appartement
3525;13035;4;;RUE;ANCIEN HOTEL DE VILLE;3;51.24;51;;Appartement
3526;13004;4;;RUE;DU RUILLE GIMEAUX;4;111.8;90;381;Maison
3527;13027;25;;RES;LE GRAND VERGER;4;73.18;73;;Maison
3528;14118;4;;RUE;AUX NAMPS;2;34.83;59;;Appartement
3529;14118;7;;RUE;DU GAILLON;5;99.1;110;;Appartement
3530;14118;28;;RUE;GENERAL MOULIN;2;40.28;40;;Appartement
3531;14118;28;;BD;GEORGES POMPIDOU;1;19.6;19;;Appartement
3532;14118;80;;BD;LEROY;1;26.44;27;;Appartement
3533;14409;6043;;AV;DU HAVRE;2;30.02;30;;Appartement
3534;14312;8;;RUE;DU JONCAL;2;50.38;51;;Appartement
3535;14366;30;;ALL;DES NOISETIERS;4;105.37;99;;Maison
3536;14366;2;;AV;DU SIX JUIN;3;29.35;58;;Appartement
3537;14366;56;C;BD;HERBET FOURNET;3;59.19;56;;Appartement
3538;14366;14;;RUE;LABBEY;2;50.99;50;;Appartement
3539;14366;2;A;ALL;DES CHARMILLES;1;30.23;29;;Appartement
3540;14366;3;;RUE;DU HERON;4;95.51;80;;Appartement
3541;14366;3;;ESP;MOMMERS;2;39.76;39;;Appartement
3542;14366;8;;RUE;PETITE COUTURE;3;53.89;59;;Appartement
3543;14366;9;;BD;SAINTE ANNE;3;62.58;62;;Appartement
3544;14366;19;;RUE;JEAN SEBASTIEN BACH;2;48.93;46;;Appartement
3545;14366;19;;RUE;JEAN SEBASTIEN BACH;2;49.23;48;;Appartement
3546;14366;87;;AV;GUILLAUME LE CONQUERANT;3;61.92;63;;Appartement
3547;14366;18;B;RUE;JOSEPH GUILLONNEAU;2;32.12;33;;Appartement
3548;14366;4;;RUE;DU CARMEL;4;100.6;96;;Appartement
3549;14366;16;;RUE;D ORIVAL;4;71.08;76;;Appartement
3550;14366;87;;AV;GUILLAUME LE CONQUERANT;3;53.74;54;;Appartement
3551;14333;1;;RUE;PESTEL;1;12.44;13;;Appartement
3552;14715;54;;RUE;G LE CONQUERANT;2;41.07;39;;Appartement
3553;14333;16;;RUE;DE LA REPUBLIQUE;4;98.23;85;;Appartement
3554;14225;9001;;VC;RES LES MARINES 1;2;31.48;31;;Appartement
3555;14754;6412;;VC;RES LES MARINES;2;36.23;36;;Appartement
3556;14220;1;;AV;DU PORT;1;24.82;24;;Appartement
3557;14333;74;;RUE;HAUTE;1;20.92;24;;Appartement
3558;14338;23;;RUE;DES FLEURS;5;90;90;;Appartement
3559;14338;1194;;RUE;DE NORMANDIE;2;32.77;33;;Appartement
3560;14514;15;;RUE;BREBAN;1;17.79;17;;Appartement
3561;14079;17;;RUE;DE VERDUN;2;30.09;30;;Appartement
3562;14715;1;;AV;P CASSAGNAVERE;2;53.76;53;;Appartement
3563;14754;1;;RUE;CHARLES KOECHLIN;2;52.82;32;792;Maison
3564;14220;17;;AV;DE LA REPUBLIQUE;1;29.38;30;;Appartement
3565;14225;9001;;VC;RES LES MARINES 1;2;27;27;;Appartement
3566;14338;9069;;;COUR DU MOULIN;3;42.17;44;;Maison
3567;14338;1194;;RUE;DE NORMANDIE;1;18.89;19;;Appartement
3568;14338;27;;RUE;DES BAINS;2;41.53;42;;Appartement
3569;14754;6412;;CHE;DE BOIS LURETTE;2;30.38;30;;Appartement
3570;14754;4;;AV;DE LA REPUBLIQUE;2;47.05;46;;Appartement
3571;14715;2;;RUE;AMIRAL DE MAIGRET;2;33.09;34;;Appartement
3572;14514;32;;RUE;LAUNAY;2;30.94;32;;Appartement
3573;14715;8;;RUE;CHARLES MOZIN;2;28.89;32;;Appartement
3574;14220;40;;RUE;OLLIFFE;4;66.36;71;;Appartement
3575;14220;6;;AV;ROGER DELIENCOURT;2;41.78;43;;Appartement
3576;14220;43;;AV;ROGER DELIENCOURT;4;71.54;72;;Appartement
3577;14220;147;;RUE;VICTOR HUGO;1;29.02;29;;Appartement
3578;14220;49;;RUE;OLLIFFE;2;36.27;37;;Appartement
3579;14079;5753;;VC;RES LA CORNICHE DU MONT;1;27.56;27;;Appartement
3580;14701;18;;RTE;DE VILLERS;2;23.24;24;;Appartement
3581;14699;38;;AV;ARISTIDE BRIAND;1;22.56;22;;Appartement
3582;14514;11;;RUE;DE VAUCELLES;2;36;34;;Appartement
3583;14079;18;;RUE;MAURICE ALLAIRE;2;50.83;50;;Appartement
3584;14338;9088;;RES;RESIDENCE DUC DE NORMANDIE;3;38.2;37;;Maison
3585;14079;30;;RUE;DU GEN DE GAULLE;1;20.65;21;;Appartement
3586;14715;32;;RUE;DU MANOIR;1;24.23;24;;Appartement
3587;14079;2;;RUE;CHARLES LAFORGE;2;48.35;47;;Appartement
3588;14338;21;B;RUE;ARISTIDE RENAULT;2;37.28;28;;Appartement
3589;14225;27;;RUE;SAINTE MARGUERITE;2;40.54;36;43;Maison
3590;14338;3;;RUE;DE BEUZEVAL;1;27.57;26;;Appartement
3591;14715;9061;;RTE;DE HONFLEUR;1;23.78;24;;Appartement
3592;14079;4;;RUE;DU GEN LECLERC;3;57.29;50;;Appartement
3593;14338;21;;RUE;HENRI DOBERT;2;27.73;28;;Appartement
3594;14701;5539;;;MONT CANISY;3;51.05;53;;Appartement
3595;14701;11;;RUE;DE LA MER;2;54.49;61;;Appartement
3596;14699;6010;;CHE;DE L EPINAY;3;50.29;51;;Appartement
3597;14754;9001;;VC;RES LE PRE;1;24.14;24;;Appartement
3598;14333;9;;RUE;L DELARUE MARDRUS;1;23.67;26;;Appartement
3599;14754;9006;;VC;RES SUPER DEAUVILLE;2;25.96;26;;Appartement
3600;14754;6436;;VC;RES LES PORTES DE LA MER;3;35.67;41;;Appartement
3601;14333;10;;PL;ALBERT SOREL;3;48;48;;Appartement
3602;14715;1;;RUE;VICTOR HUGO;3;55.88;65;;Appartement
3603;14079;30;;RUE;DU GEN DE GAULLE;1;21.45;21;;Appartement
3604;14701;5548;;;MONT CANISY;2;42.31;43;;Appartement
3605;14715;32;;RUE;DU MANOIR;2;35.55;35;;Appartement
3606;14059;5348;;;CHEM DE TOUQUES;4;101.33;100;;Maison
3607;14715;11;;RUE;DU CHANCELIER;2;31.53;24;;Appartement
